,discipline,department,course_code,level,course_title,description,description_length,complexity,num_questions,num_pronouns,student_references,informality,enrollment,logistics,crosslisted,DIAP,WRIT,FYS,SOPH,notes
333,humanities,COLT,COLT 0811I,0,Classical Mythology and the Western Tradition,"Reads classical texts that expound the fundamental mythological stories and elements of the Western tradition, then will read selected texts from the Renaissance through the twentieth century that utilize these myths. Ancient texts covered will include the Epic of Gilgamesh, Hesiod's Theogony and Works and Days, Ovid's Metamorphoses, and plays by Aeschylus, Sophocles, and Euripides. Later texts will include Shakespeare's Venus and Adonis and Rape of Lucrece, Milton's ""Lycidas,"" and lyric poetry by Keats, Shelley, Browning, Swinburne, Rilke, Auden, and Yeats. This course is suitable for anyone wishing to understand the classical background to Western literature.",96,47.12,0,0,0,0.0,13,,,,1,,,
334,humanities,COLT,COLT 0812O,0,Reading Art in Literature,"This course will explore the role of art objects in poetry and prose from East Asia and the west. How are objects represented in literature, and how does the language of art inform texts? Authors from antiquity to today have described works of art in their texts to reveal essential aspects of their cultures: heroic destiny, fatal struggles between life and art, and glimpses of the sublime. Readings include ekphrasis from antiquity, poetry from East Asia and the west, and fiction by Wilde, Balzac, Hawthorne, selections from The Tale of Genji and The Dream of the Red Chamber, and others.",100,63.02,1,0,0,0.01,19,,,,1,,,
335,humanities,COLT,COLT 1210,1,Introduction to the Theory of Literature,"An historical introduction to problems of literary theory from the classical to the postmodern. Issues to be examined include mimesis, rhetoric, hermeneutics, history, psychoanalysis, formalisms and ideological criticism (questions of race, gender, sexuality, postcolonialism). Primarily for advanced undergraduates. Lectures, discussions; several short papers.",43,1.29,0,0,0,0.0,24,,,,1,,,
336,humanities,COLT,COLT 1411C,1,Shakespeare's Comedies,"We will read a selection of Shakespeare’s comedies with attention to his European sources and analogues. Consideration of both formal and historical questions including genre, convention, the Shakespearean text, gender, sexuality, status and degree, and nation. Written work to include two papers, one a close reading and a longer final paper on a topic of your choice.",57,43.73,0,1,0,0.017543859649122806,9,Limited to 20 senior English concentrators.,ENGL 1950K,,1,,,"Not open to freshman, sophomores, and juniors"
337,humanities,COLT,COLT 1422L,1,The Modernist Novel: Alienation and Narration,"This course will examine how the modernist novel is not only about alienation—estrangement from others, the meaninglessness of existence, the divorce of private self from public life—but also incorporates alienation into its narrative structures. Through the close analysis of novels by European and Latin American authors (Kafka, Camus, Woolf, Onetti, Rulfo and Di Benedetto), we will consider alienation from a variety of angles: as a formal problem for narrative; as an existential situation; an experience of history and the past; and as a condition related to the uneven global economy.",90,8.88,0,1,0,0.011111111111111112,5,,,,1,,,
338,humanities,COLT,COLT 1430D,1,Critical Approaches to Chinese Poetry,"Examination of works of Chinese poetry of several forms and periods in the context of Chinese poetic criticism. Knowledge of Chinese not required, but provisions for working with original texts will be made for students of Chinese language.",38,43.73,0,0,1,0.02631578947368421,6,,,,1,,,
339,humanities,COLT,COLT 1431B,1,Modern Arabic Poetry,"An advanced course with readings in modernist Arabic poetry, beginning with the so-called neo-classical poets and proceeding through Romanticism and Modernism, from Egypt to Lebanon, Palestine, Iraq, and beyond. We will examine such recurring themes as love, loss, and longing; war, exile, and homeland; cultural heritage (turath) and creative innovation (ibda‘); gender and genre. All readings in Arabic.",58,43.43,0,0,0,0.0,4,At least three years Arabic language study (or equivalent) required for enrollment.,,,1,,,
340,humanities,COLT,COLT 1431C,1,"Poets, Poetry, and Politics","The award of the 2016 Nobel Prize for Literature to Bob Dylan ignited a lively debate about who is, and who is not, a poet. Historically, who were deemed poets, what was their function? What do their poems do and how do they work? Do they foment revolution or “make nothing happen,” as Auden once wrote? How does the poet aspire to a unique, individual voice even as he or she may (be seen to) best represent a constituency? This course relates the poetic act to political action and interrogates the commonly aired contention that politics makes for bad poetry.",100,62.98,4,0,0,0.04,7,,,,1,,,
341,humanities,COLT,COLT 1431F,1,Reading Modernist Poetry,"The period between 1880 and 1950, generally known as the age of Modernism, saw profound changes at every level of Western society, including politics, war, religion, and art. In this course, we will examine how various poets in Europe and beyond responded to and helped shape these changes through their art. Emphasis will be on reading for form as well as theme and socio-historical context, and on poetry as performance. Authors may include Yeats, H.D., Hughes, Rilke, Lasker-Schüler, Celan, Apollinaire, Césaire, Montale, Ungaretti, Blok, Akhmatova, Lorca, and Neruda. ",88,49.15,0,1,0,0.011363636363636364,1,Knowledge of at least one non-English language highly recommended.,,,1,,,
342,humanities,COLT,COLT 1440R,1,This is Palestine,"This course introduces students to the modern history and culture of Palestine through poetry, short stories, novels, novellas, and films. We’ll review the major events of the twentieth century by exploring works from both the “interior” (Israel and the Occupied Palestinian Territories) and the “exterior” (other countries in the Middle East and the West). We’ll examine such topics as exile and displacement, resistance, steadfastness (sumud), and everyday life under siege and occupation. ",72,30.2,0,0,1,0.013888888888888888,14,No Arabic necessary; those with reading knowledge are welcome to read in the original.,,,1,,,
343,humanities,COLT,COLT 1710C,1,Literary Translation Workshop,"The primary focus of this course is the practice of literary translation as an art. Using the workshop format, each student will complete a project by the end of the semester. Examples and theoretical texts will illuminate the historical, ethical, cultural, political, and aesthetic values that underlie every translation, keeping an eye towards opening up the field beyond inherited practices to consider the contemporary implications of our choices, intentions, and purposes in translation. Open to all levels. Heritage speakers are welcome, collaboration is permitted, and an open-spirited approach to this developing and fascinating practice is strongly recommended.",97,26.4,0,1,1,0.020618556701030927,11,,,,1,,,
344,humanities,COLT,COLT 1810P,1,Literature and Medicine,"The purpose of this course is to examine a number of central issues in medicine-disease, pain, trauma, madness, the image of the physician-- from the distinct perspectives of the sciences and the arts. Texts will be drawn from authors such as Sophocles, Hawthorne, Gilman, Tolstoy, Kafka, Anderson, O'Neill, Hemingway, Ionesco, Verghese, Barker, Sacks, Foucault, Sontag, Scarry, Gawande and others. Open enrollment course: lecture + section.",65,58.32,0,0,0,0.0,86,,,,1,,,
345,humanities,COLT,COLT 1811L,1,"Travel, Tourism, Trafficking through the Ages","Why go away to find ourselves? How does the self constitute itself “elsewhere”? This course considers the genre of travel writing and its theory: how are roots, routes, and rootlessness treated in diverse racial, spiritual, sexual, national, and imperial encounters. Today, when cosmopolitan tourists, intellectuals, or exotic and erotic adventurers share the same beach as downtrodden, abject refugees and their traffickers, what are the cultural, ethical and political implications of leisurely seeking out (self-) discovery, disappearing authenticity, and commodified otherness? Readings include Herodotus, Equiano, Chatwin, Kingsley, Montagu, Darwin, Twain, Miller, Durrell, Baldwin, Phillips, Iyer, Houellebecq, Woolf, Thompson, Theroux, Baudrillard.",99,34.46,3,0,0,0.030303030303030304,3,,,,1,,,
346,humanities,COLT,COLT 1815L,1,The Marriage Plot,"Jeffrey Eugenides’ The Marriage Plot will launch our consideration of a series of marriage plots in novels and film. Reading will include well-known novels by Austen, Brontë, James, Wharton, Updike, and some classic films that also rely on the marriage plot. Some attention to counter examples of what might be termed the “adultery” plot (Madame de Lafayette, Flaubert), in order to think about the uses of the marriage plot and the cultural work such plots perform.",76,62.72,0,1,0,0.013157894736842105,18,,,,1,,,
347,humanities,COLT,COLT 1815N,1,Comparative Modernisms,"When was modernism? Where was modernism? Whose was modernism? How can we use it now? Answers to these questions have changed radically over the past few years, as scholars have developed more expansive, inclusive, interdisciplinary understandings of a movement always on the move, changing shape and meaning according to its sites, practitioners, and publics. This seminar teaches students to recognize and read modernist artforms and practices—in literature, film, performance, and the visual arts—across an international horizon, and to put them in conversation with one another, with their contexts, and with our own.",92,55.95,4,2,1,0.07608695652173914,5,,COLT 2540L,,1,,,
348,humanities,COLT,COLT 2540L,2,Comparative Modernisms,"When was modernism? Where was modernism? Whose was modernism? How can we use it now? Answers to these questions have changed radically over the past few years, as scholars have developed more expansive, inclusive, interdisciplinary understandings of a movement always on the move, changing shape and meaning according to its sites, practitioners, and publics. This seminar teaches students to recognize and read modernist artforms and practices—in literature, film, performance, and the visual arts—across an international horizon, and to put them in conversation with one another, with their contexts, and with our own.",92,55.95,4,2,1,0.07608695652173914,2,,COLT 1815N,,1,,,
349,humanities,COLT,COLT 2820M,2,Discourses of the Senses,"A comparative study of a variety of discourses dealing with the relation among the senses, the arts, and the problems of comparativity, interdisciplinarity, and intermediality. Topics will include ekphrasis, synaesthesia, mysticism and the theory of correspondence, the Gesamtkunstwerk, and the limits between media. Readings from Condillac, Lessing, Kant, Swedenborg, the German Romantics, Baudelaire, Wagner, Balzac, Lacoue-Labarthe, Nancy, Panofsky, Tschumi and others.",61,17.03,0,0,0,0.0,11,,,,1,,,
350,humanities,COLT,COLT 2822B,2,Introduction to Italian Studies,"This seminar, a requirement for graduate students in Italian Studies, has three objectives: 1) to provide a panoramic view of the current research in the interdisciplinary field of Italian studies (literature, history, arts and media); 2) to provide a picture of the professional state of the field, within the framework of more global developments in academia and the job markets; 3) to provide useful information about the resources and the new tools and techniques for research available to students at Brown and elsewhere (special collections in the Brown libraries, digital resources such as data bases, electronic journals, web projects, etc.).",100,-30.03,0,0,2,0.02,4,,ITAL 2100,,1,,,
351,humanities,TAPS,TAPS 0030,0,Introduction to Acting and Directing,"Explores basic acting/directing concepts from a variety of perspectives including the use of the actor's imagination/impulsivity in the creation of truthful, dramatic performance; the body, as a way of knowing and communicating knowledge; and the voice, as a means of discovering and revealing emotion/thought. There is a mandatory tech requirement and some evening hours are required. ",56,26.14,0,0,0,0.0,30,Please go to the TAPS website for specifics on admission and the technical requirement (http://brown.edu/go/TAPS0030). Enrollment limited to 18 first year students. Instructor permission required. No permission will be given during pre-registration.,,,0,,,Only for freshmen; 2 sections
352,humanities,TAPS,TAPS 0100,0,Playwriting I,"A workshop for students who have little or no previous experience in writing plays. Students will be introduced to a variety of technical and imaginative considerations through exercises, readings and discussions. ",31,21.9,0,0,1,0.03225806451612903,29,"Course is not open to those who have taken Advanced Playwriting (TAPS 1500, formerly LITR 1010C and TSDA 1500). Enrollment is limited to 14 undergraduates per section. A limited number of spaces are reserved for incoming and transfer students. Instructor permission required. S/NC.",,,1,,,2 sections
353,humanities,TAPS,TAPS 0220,0,Persuasive Communication,"Provides an introduction to public speaking, and helps students develop confidence in public speaking through the presentation of persuasive speeches. Primarily for seniors. ",23,25.96,0,0,1,0.043478260869565216,76,Limited to 18. Instructor's permission required. No permission will be given during pre-registration; interested students should sign up well in advance on the TAPS 0220 waitlist (application form is at http://brown.edu/go/TAPS0220) and attend the first day of class. Attendance is mandatory. The application/waitlist process does not apply to students registering for the Summer term through the School of Professional Studies.,,,0,,,5 sections
354,humanities,TAPS,TAPS 0230,0,Acting,"Focus on elements of dramatic analysis and interpretation as applied to the art of acting, and, by extension, directing. Monologues, scene study, and improvisation are basis for comment on individual problems. Reading of dramatic texts and theory. Substantial scene rehearsal commitment necessary. Attendance mandatory. ",44,26.47,0,0,0,0.0,35,Not open to first-year students. Enrollment limited to 20. Instructor permission required. No permission will be given during pre-registration. S/NC,,,0,,,Not open to freshmen; 2 sections
355,humanities,TAPS,TAPS 0250,0,Introduction to Technical Theatre and Production,"This course is an introduction to the basic principles of stagecraft, lighting and sound technology and the different elements of theatrical design. ",22,23.77,0,0,0,0.0,11,Instructor permission required. Enrollment limited to 15.,,,0,,,
356,humanities,TAPS,TAPS 0260,0,Stage Lighting,This course is an introduction to stage lighting.,8,71.82,0,0,0,0.0,4,Enrollment limited to 20.,,,0,,,
357,humanities,TAPS,TAPS 0310,0,Beginning Modern Dance,"Introduction to the art of movement. Focuses on building a common vocabulary based on ballet, vernacular forms, improvisation, Laban movement analysis, American modern dance, and the body therapies. Individual work is explored. One and one-half hours of class, four days a week. ",42,43.9,0,0,0,0.0,13,Enrollment limited to 40. S/NC.,,,0,,,
358,humanities,TAPS,TAPS 1000A,1,The Arts Workshop for Practice and Practice-Oriented Research,"This collaborative course will provide a forum for discussing in-progress creative research and practice. Offered jointly by the Brown Arts Initiative and Brown’s arts departments, the weekly workshop will host an interdisciplinary group of faculty, graduate students, and undergraduates. Each participant will apply with a specific creative practice/research project to be workshopped and developed during the course of the semester. In the semester following the seminar, participants will have access to production assistance from the BAI for further project development. ",80,34.26,0,0,1,0.0125,7,"The course requires an online application process, and successful applicants with be provided with instructor permission to enroll.",LITR 1000,,1,,,
359,humanities,TAPS,TAPS 1100,1,Stage Management,"To introduce students to the principles and techniques of modern stage management from script selection to closing. Through the study of various models of stage management (both professional and academic), students will develop an appreciation of the role of the stage manager as the facilitator, mediator and organizer of the production process. Students will apply theory learned in the classroom by stage-managing or assistant stage-managing a TAPS production and/or observing other TAPS and Trinity Rep stage managers during the production process.",81,27.15,0,0,2,0.024691358024691357,7,Enrollment limited to 12.,,,0,,,
360,humanities,TAPS,TAPS 1110,1,Voices Beneath the Veil,"VBV is an interdisciplinary exploration of African-American history and cultures through the analyses of Black authored plays from 1858 to the present. The course focuses on the development of a thesis paper, which includes an incremental re-writing process.",38,43.73,0,0,0,0.0,1,,,TRUE,1,,,
361,humanities,TAPS,TAPS 1170,1,Acting Methods for Period Texts,"This course explores and hones the actor's craft of performing dramatic texts from various periods across theatre history. Exercises and methods will center on the physical, vocal and technical demands required of the actor to effectively navigate the dramatic texts of Greek Tragedy, Elizabethan, Early Realism, Theatre of the Absurd and Theatre of Physical Metaphor. Substantial commitment to rehearsing outside of class is required.",64,32.94,0,0,0,0.0,8,,,,0,,,
362,humanities,TAPS,TAPS 1230,1,Global Theatre and Performance: Paleolithic to the Threshold of Modernity,"This course explores performance practices that predate the European Renaissance across disparate parts of the globe. Considered will be Paleolithic rock art and other evidence of ritual practices in Europe, Africa, and the Americas; ritual dramas of Egypt, Greece, and the Roman Empire; Sub-Saharan African traditions and theatre/dance forms in ancient India, medieval Japan and the indigenous Americas. In short, we will explore a wealth of differing ancestral theatrical modes and methods that continue to leave their mark in contemporary diasporic expressions.",82,35.31,0,1,0,0.012195121951219513,14,,,,0,,,
363,humanities,TAPS,TAPS 1280C,1,Stage Lighting II,"This class is a continuation of Stage Lighting. The major portion of this class is to give the student opportunity to create an actual design on stage for the Theatre Arts & Performance Studies (TAPS). Each individual student's main project will be to create a light design and be part of the production team of a Sock and Buskin produced show. The class will be an open forum for students to share ideas about their perspective designs. The class is also set up for the continuation of expanding their Vectorworks Spotlight and Lightwright skills, as well as light console programming.",100,59.84,0,0,3,0.03,1,,,,0,,,
364,humanities,TAPS,TAPS 1281A,1,Director/Designer Collaborative Studio,"Students will explore the relationship between director and designer within the production process. The main objective is to improve collaboration and production output by learning the language, tools, and skills involved in each area of discipline so as to enhance creative output. ",42,33.24,0,0,0,0.0,13,Enrollment limited to 17 students.,,,0,,,Not open to freshmen
365,humanities,TAPS,TAPS 1281F,1,Choreography ONE: Dancemaking Pre-Classic to Post-Modern,"This course introduces students to 20th century American choreographic methods. Drawing from key texts, improvisational games and dance scores, “Choreography ONE” examines influential choreographic pedagogues alongside major figures of Western dance history and key critical methods. Students will practice systems to make, discuss and critique dances while situating those modes in historical, cultural and performance context. All class members will receive optional lab time in the studio to respond to assignments and have the opportunity to partner with student lighting designers. This course will culminate in the performance of student work in the TAPS Fall Dance Concert.",97,34.86,0,0,3,0.030927835051546393,6,,,,0,,,
366,humanities,TAPS,TAPS 1281Q,1,Introduction to Critical Dance Studies,"Critical dance studies centers dancing bodies as integral to various social, cultural, and political identity-making practices. In this course students will study, observe, examine, discuss, and at times participate in popular, classical, and social dance forms from a range of historical and global perspectives. Our driving inquiries include: How does dance travel and transform through time and space? How does dance produce identities? How does dance complicate notions of authorship and originality? Course readings are drawn from dance studies, critical race studies, gender and sexuality studies, and performance studies. Readings are complemented by screenings, movement exercises, and live performance.",99,40.24,3,0,1,0.04040404040404041,5,,,,0,,,
367,humanities,TAPS,TAPS 1281W,1,Artists and Scientists as Partners,"This course focuses on current research on and practices in arts and healing, with an emphasis on dance and music for persons with Parkinson's Disease (PD) and Autism (ASD). Includes guest lecturers, readings, field trips, and site placements. Admission to class will be through application in order to balance the course between self-identified artists and scientists and those primarily interested in PD and those primarily interested in ASD.",68,48.43,0,0,0,0.0,23,Enrollment limited to 30.,,,0,,,
368,humanities,TAPS,TAPS 1310,1,Advanced Modern Dance,"This course is designed for students with several years of dance experience in any genre. The purpose of this class is to endow students with technical mastery of current contemporary movement vocabularies, with emphasis on Release Technique and Bartenieff Fundamentals. ",40,34.26,0,0,2,0.05,3,Enrollment limited to 40. S/NC.,,,0,,,
369,humanities,TAPS,TAPS 1330,1,Dance History: The 20th Century,"An exploration of the major figures and trends in modern dance. While the main focus of the course is on American Dance, attention is given to earlier European and other dance traditions that have contribited to the American dance heritage. May be of particular interest Americanists, art historians, dancers, and theatre majors.",52,45.46,0,0,0,0.0,6,,,,0,,,
370,humanities,TAPS,TAPS 1343,1,Intermediate Ballet,"This course is designed for students who have successfully completed Advanced Beginning Ballet (TAPS 1342) and kept up with their dance conditioning, or for students with previous ballet experience at an advanced beginner/intermediate level. The main focus of this class is on center exercises, especially on pirouettes and petit, medium and grand allegro appropriate for an intermediate level.",58,16.66,0,0,2,0.034482758620689655,26,,,,0,,,
371,humanities,TAPS,TAPS 1350,1,Dance Performance and Repertory,"Half course credit each semester. A study of dance repertory through commissioned new works, reconstruction, coaching, rehearsal, and performance. Guest artists and consultants from the American Dance Legacy Institute.",29,53.17,0,0,0,0.0,7,Enrollment is by audition. Limited to skilled dancers. Instructor permission required. S/NC.,,,0,,,Half credit/half semester
372,humanities,TAPS,TAPS 1380,1,Mise en Scene,"A reconstruction of the idea of a stage and a frame on the evidence of theory, novels, plays, and especially films-the seen and the unseen-using the organizing strategies of mystery. Art's ""impossible"" brokering of the real and the representational in a dialectic of space is considered from a multiplicity of perspectives in diverse works. ",54,27.15,0,0,0,0.0,23,Enrollment limited to 20. Instructor permission required.,,,1,,,
373,humanities,TAPS,TAPS 1510,1,Inventing Directing,"""Inventing Directing"" is a course that deals with how a director gets thought into stage space via: different emphases communicated to actors; attention to the life of objects; exploration of the languages of stage space; accessing personal experience to deepen point of view; drawing upon film, the practical application of theory, and literature; vertical thinking; and spatializing time. The course will involve practical exercises and work on both scenes from plays and on material drawn from other sources.",78,23.43,0,0,0,0.0,9,,,,0,,,Not open to freshmen and sophomores
374,humanities,TAPS,TAPS 1600,1,Dramaturgy,"This course is an introduction to dramaturgy and script analysis for advanced undergraduates. It will introduce a variety of plays and critical approaches to dramatic texts and performances with emphasis on culturally divergent dramaturgies, adaptation and textual analysis for performance.",40,17.34,0,0,0,0.0,6,,,,1,,,
375,humanities,TAPS,TAPS 1610,1,Political Theatre of the Americas,"This course explores political theatre and performance in Latin America, the US and Canada. The primary concern will be the use of performance in indigenous rights, queer rights, and gender equity campaigns as well as general critiques of socioeconomic inequity. The course examines the strategies used by actors in theatrical performances, performance art, and political protests that use the tools of performance. Exploration is of the rich relationship between politics and performance. ",72,36.28,0,0,0,0.0,10,"There are no prerequisites, but one course in either Latin American Studies or Theatre and Performance Studies is recommended.",,TRUE,0,,,
376,humanities,TAPS,TAPS 1900K,1,Reading Sex,"How do we interpret ""sex,"" as a concept, as a thing, as a phenomenon? What kinds of ethical, political, historical, and aesthetic contexts are informed by--and, in turn, form--our sense of ""sex"" itself? This course will focus on intensive close readings of various queer theoretical texts, novels, and films that variously try to think through the multiple ways we try to represent and render sex legible, while at the same time calling into question our sense of what, ultimately, sex can be as something that both binds and unbinds the human. ",91,40.72,2,4,0,0.06593406593406594,19,Enrollment limited to 20.,ENGL 1900K,TRUE,0,,,
377,humanities,TAPS,TAPS 2300H,2,Graduate Seminar in Theatre and Performance Studies: Body Politics,"This graduate-level seminar for students working in performance studies and related areas will consider new directions in the field’s longstanding investment in theorizing the politics of embodiment. Reading one academic book per week, we will explore a range of theoretical frameworks and methodological approaches in for asking what the body ""is"", what the body ""does""--with particular interest in how performance studies interfaces with emerging fields such as queer of color critique, trans studies, disability studies, and science and technology studies. Students will write a culminating seminar paper connected to the course theme that expands upon their own research interests.",99,21.06,0,1,1,0.020202020202020204,17,,,,0,,,
378,humanities,TAPS,TAPS 2310,2,Graduate Playwriting,"With Word as the bodying forth into social reality of original experience, the structures, purposes and ethical risks of writing for performance are examined; experienced through the reading of each other's works-in-progress, through the reading of essays and in session exercises. ",41,12.94,0,0,0,0.0,4,Must be taken by playwriting grad students every semester in residence. May be taken multiple times for credit. Undergraduates will be admitted with permission of the instructor. S/NC,,,0,,,
379,humanities,TAPS,TAPS 2500,2,"Acting, Brown/Trinity Rep Consortium","It will include fundamental exercises, textual analysis, rehearsal techniques, character and scene work designed to provide the student actor with a working method based upon the general principles of the Stanislavski system. A major part of this course will include rehearsal and performance responsibilities.",44,32.22,0,0,1,0.022727272727272728,Not listed,This course is open only to students of the Consortium.,,,0,,,
380,humanities,TAPS,TAPS 2505,2,Fundamentals of Acting: Modern and Contemporary Realism,"This course will cover three modalities. Acting/Scene Study: Realism will provide a fundamental understanding of Stanislavski-based acting within the realistic style, developing: a working understanding of a five-week rehearsal process; a system of text analysis based upon events and cause-and-effect; beginning the work of integrating vocal and physical technique into each individual student’s acting method. Voice and Speech I will provide the basis of the actor’s three years of vocal training, gaining an understanding of the actor’s personal vocal blocks as they relate to how the breath resides in the body. Contact Improvisation will investigate improvisation movement through physical contact.",100,29.18,0,0,1,0.01,12,,,,0,,,
381,humanities,TAPS,TAPS 2510,2,Voice: Power and Range for the Actor," It will provide a progression of exercises to free, develop and strengthen the voice as the actor's instrument. The classes focus on relaxation, physical awareness, breath, freeing the channel for sound developing the resonators, releasing the voice from the body, articulation, self-expression, and the link to text and acting.",49,38.15,0,0,0,0.0,Not listed,This course is open only to students of the Consortium.,,,0,,,
382,humanities,TAPS,TAPS 2515,2,Acting Technique: Fundamentals of Physical Awareness,"All Voice and Speech work has two underlying goals: for the actor to be heard; for the actor to be understood. A daily warmup, rigorous drilling, the learning of IPA, and its application in Standard American dialect will build muscle to strengthen your instrument for clarity of speech and train your ear to the nuances of speech sounds, invaluable for dialect and character work. The Alexander Technique uses gentle guidance to enable movement to take place unencumbered by habitual effort. Voice, Speech and Alexander work together to enable the actor to produce clear, tension-free sound.",95,55.78,0,2,0,0.021052631578947368,10,,,,0,,,
383,humanities,TAPS,TAPS 2520,2,"Movement: Form, Center and Balance","It will develop a physical vocabulary through floor work, choreographed combinations and movement improvisation, helping the actor develop an understanding of space, strength of movement, and physical life onstage.",29,16.66,0,0,0,0.0,Not listed,This course is open only to students of the Brown University/Trinity Rep MFA Consortium program. ,,,0,,,
384,humanities,TAPS,TAPS 2530,2,Directing: Composition and Staging,"It will include information and exercises addressing how to stage a play, balance the space, and transition from scene to scene. It will also focus on the director's responsibility to the actors, and ways in which to help them create their roles.",42,58.62,0,0,0,0.0,Not listed,This course is open only to the MFA Consortium program.,,,0,,,
385,humanities,TAPS,TAPS 2535,2,Directing 1: Fundamentals in Analysis and Action for Brown/Trinity MFA Actors and Directors,"This course is designed to activate the mind of the director. It is a detailed investigation of the creative process and the beginning of the foundation for communication with actors, designers and audiences in the making of live performance with text. MFA students will participate in Directing Lab, rehearsing as assigned.",51,45.76,0,0,1,0.0196078431372549,13,,,,0,,,
386,humanities,TAPS,TAPS 2545,2,Playwriting and Dramaturgy,"This course has two modalities. Introduction to Dramaturgy will introduce a wide variety of play and critical approaches to dramatic texts and performances, with emphasis on culturally divergent dramaturgies, embodied dramaturgy, adaptation and textual analysis for performance. Introduction to Playwriting/Script Analysis will include close readings of texts to observe/define how works are built by exploring and mapping the mechanics of a diverse range of texts. By charting others’ voices, students will discover their own and what makes it valuable and necessary before experimenting with the mechanics, crafting and experiencing the full process of writing, revising, and—ultimately—staging original works.",98,21.23,0,0,1,0.01020408163265306,14,,,,0,,,
387,humanities,TAPS,TAPS 2605,2,Fundamentals of Acting: Shakespeare and Classical Verse,"An introduction to the conventions of classical English verse performance, including elements of meter, heightened language, metaphor and rhetoric, with the goal of expanding the actor's understanding of the principles of realistic acting to the rigorous demands of Shakespearean and other classical texts. This course includes separate classes in Scene Study, Voice and Movement, all designed to support and promote heightened poetic expressivity in performance. ",65,21.57,0,0,0,0.0,12,S/NC,,,0,,,
388,humanities,TAPS,TAPS 2610,2,Voice: Verse Text,It will include advanced vocal work and an introduction to singing in performance. Rhythm and rhyme will be explored in relation to lyrics and verse.,25,75.71,0,0,0,0.0,Not listed,This course is open only to students of the MFA Consortium program.,,,0,,,
389,humanities,TAPS,TAPS 2615,2,Acting Technique III: Poetic Expression,"Vocal and physical work designed to support the exploration of classical verse acting, with an emphasis on expanding a range of performance beyond realism. Rhythm, fluidity, presence, power, clarity of thought and the expression of emotional depth through language and movement is the focus of studio practice. Also included is introduction to singing technique. This course includes separate classes in Movement Technique, Alexander Technique and Singing.",66,37.81,0,0,0,0.0,10,,,,0,,,
390,humanities,TAPS,TAPS 2620,2,Movement: The Alexander Technique,"This class will provide a step-by-step understanding and application of The Alexander Technique, which helps to develop body alignment, range of motion, and inner stillness.",25,46.1,0,0,0,0.0,Not listed,This course is open only to students of the MFA Consortium program.,,,0,,,
391,humanities,TAPS,TAPS 2625,2,Playwriting Dramaturgy Practicum,This course is advanced playwriting and script analysis for second year students. We will look deeper at the tools and craft of playwriting. We will begin by exploring adaptation—what are the bones and tissues of a given story? How can that body be transformed into a theatrical story? What is required? What changes? What is the relationship between form and content? We will transition from adaptation to writing original full-length works.,71,69.68,5,0,1,0.08450704225352113,10,,,,0,,,
392,humanities,TAPS,TAPS 2630,2,Directing: The Director's Vision,"Under close supervision, students will direct projects at the Consortium. Each student will be responsible for the creation of either a new or an established script. Students will meet regularly with the faculty to discuss process and progress.",38,58.58,0,0,2,0.05263157894736842,Not listed,This course is open only to students of the MFA Consortium program.,,,0,,,
393,humanities,TAPS,TAPS 2635,2,Directing III: The Director's Vision,"This course is for Brown/Trinity MFA Actors and Directors and focuses on the vision of the director. Deep investigation in complicated language, verse, period. Continued development in collaboration with actors as well as personal mission, and vision. Seminar discussion of current work in process and production, exploration of contemporary dramatic forms and practitioners, issues in the art and craft of directing, diagnostic and exchange around the breaking of boundaries and best practices. Seminar runs concurrently with Directors Lab, Director projects, including thesis, and verse.",84,29.04,0,0,0,0.0,12,,,,0,,,
394,humanities,TAPS,TAPS 2645,2,Fall Directing Practicum,"This credit is designed to build the director's skills in preparation, script analysis, and rehearsal processes in the making of a Shakespeare production which tours into the Providence School System, a kind of ""mobile unit"" production. This project has very clear parameters and minimal design to center the work on the embodiment of the text by the actors. It is intended to center the actor in the making of work, requires a deep understanding of the text through analysis, and an edit to get it to a length that will support the tour.",93,48.47,0,0,0,0.0,2,,,,0,,,
395,humanities,TAPS,TAPS 2705,2,Third Year Practicum: The Actor as Creator,"Based upon a foundation of mastery in realistic and classical acting styles, actors engage in an exploration of historical, modern and contemporary dramatic literature and theatre practice with a goal of developing a personal aesthetic voice that pushes the boundaries of convention and tradition in their mature theatre practice This course includes separate classes in Scene Study, Voice, Movement and Alexander Technique, as well as participation in Director's Lab. ",69,-15.49,0,0,0,0.0,16,S/NC,,,0,,,
396,humanities,TAPS,TAPS 2710,2,Voice: Dialects and Accents,"This course will teach actors various American regional dialects and international accents including British, Irish, Italian and Russian. Students will examine the language with the use of the International Phonetic Alphabet, and will be expected to perform using the regionalisms and dialect and then teach it to the rest of the class.",52,36.63,0,0,0,0.0,14,This course is open only to students of the Brown University/Trinity Rep MFA Consortium program.,,,0,,,
397,humanities,TAPS,TAPS 2720,2,Physical Theatre,"This course will explore various kinds of physical theatre, and ways in which the actor can be free, spontaneous and open in rehearsal and performance. Areas of exploration will include Commedia, mask and yoga.",34,54.22,0,0,0,0.0,14,This course is open only to students of the Brown University/Trinity Rep MFA Consortium program.,,,0,,,
